,review,predicted,label
11194,"jealousy,racism,manipulation,underlying,message,love,geoffrey,sax,tried,pull,shakespeares,othello,bringing,modern,day,context,actors,convincing,pull,extra,bodies,help,perspective,john,othello,played,eamonn,walker,reacted,lot,film,causing,fall,keeley,hawes,dessie,brabant,eventually,ending,dessies,death,ben,jago,played,christopher,eccleston,seen,main,character,film,didnt,evidence,dessie,cheating,othello,michael,cass,played,richard,coyle,instead,played,friend,gave,reason,cheating,play,took,lot,convincing,iago,othello,suspect,change,movie,rage,wrong,reasons,book,based,movie,good,points,turned,army,scenes,racist,group,blacks,othello,main,chief,police,squad,scenes,believable,raging,crowds,burning,fires,able,sense,racism,movie,book,book,plays,modern,day,scenes,making,easier,understand,shakespearian,times,written,play,iago,jago,gets,tortured,end,film,gets,satisfaction,gets,othellos,position,gets,deserves,caught,telling,lie,othello,late,saw,downfall,movie,feel,villain,granted,treasure,promotion,lying,book,found,rodrigo,overall,movie,better,job,based,play,feel,director,movie,left,important,parts,play,mentioned,play,flow,tragedy,read,book,order,understand,events,happened,movie,find,lost,confused",pos,neg
11196,"possible,simply,didnt,movie,fair,chance,immediately,unappealing,similar,happened,triplets,belleville,caught,film,roommate,exchange,student,japan,immediately,started,laughing,movie,saying,sounded,dumb,dont,agree,dumb,animation,simple,clearly,skilled,like,classic,animation,added,layers,add,element,realism,remaining,strictly,realm,surreal,timebr,subject,matter,entirely,unappealing,interesting,message,stinginess,greed,wrapped,unpleasant,package,worth,learning,especially,knew,sound,effects,man,loudly,gobbling,cherries,cherry,pits,example,repulsivebr,clever,scene,animation,kept,diving,endlessly,hole,man,finds,head,pulls,sapling,scalp,goes,long,overshadow,stock,sequence,like,movie,itbr,said,triplets,belleville,great,thing,late,night,tv,program,like,adult,swim,japanese,counterpart,academy,award,nominated,film,gives,impression,generally,long,list,animated,short,films,academy,choose",pos,neg
11199,"good,blueprint,study,corporate,power,dichotomoy,required,public,life,need,privacy,robert,taylor,primed,corporate,head,burl,ives,surrogate,son,replace,head,corporation,sends,england,negotiate,deal,taylor,taken,aback,ethics,morality,men,dealing,manages,fall,love,refugee,hes,comes,emtpy,handed,having,duty,having,told,truth,english,motives,attempts,marry,refugee,bosss,niece,begins,attempt,ives,discredit,refugee,suitable,wife,corporate,executive,gritter,nastier,romantic,time,spent,romance,skews,film,away,points,trying,corporate,ethicsbr,costume,design,nominated,undeservedly,oscar,business,suits,women,film,dress,conservatively,studio,politics,work,doubtbr,stiking,black,white,cinemascope,cinematography,excellent,deserved,oscar,nom,mgms,scope,film,bwbr,good,terrible",pos,neg
11209,"read,book,seeing,movie,disappointed,like,book,great,sure,seeing,movie,preview,movie,great,felt,like,watching,movie,director,cast,read,characters,like,movie,short,feel,people,truly,love,felt,like,sole,mates,movie,direction,book,romance,characters,feel,intense,think,diane,lane,richard,gere,perfect,characters,good,chemistry,develop,long,storyline,longed,book,true,love,story,think,movie,lot,better",pos,neg
11215,"design,locations,photography,strong,assets,film,turgid,melodramatic,affair,demonstrates,limits,cinema,convey,truthbr,case,use,soundtrack,music,mix,gustav,mahler,andrew,lloydwebber,plays,constantly,loudly,max,steiner,grimace,use,instructs,audience,difficult,ecstatic,tortured,artist,counts,story,elides,details,endbr,heightened,kitsch,exploitation,emotions,ridiculed,peter,ackroyd,yukio,mishima,book,writing,barbara,cartland,precisely,critique,film,deceptive,mawkish,vanity,project",pos,neg
11243,"police,officer,michael,tomas,arana,church,hands,investigating,serial,killer,whos,leaving,parts,bodies,people,hes,murdering,house,recently,widowed,tracy,joanna,pacula,mike,find,way,stop,bodies,piling,finding,love,processbr,feeling,giallo,films,yore,pervades,film,know,killer,getgo,film,contains,good,setpieces,scene,later,film,set,school,blind,particularly,memorable,doesnt,sense,said,nearly,good,bavas,earlier,macabre,demons,films,enjoyable,forgive,outrageous,plot,twists,end,film,pity,image,entertainment,dvd,lacked,extras,kind,interested,somebr,grade,c",pos,neg
11247,"movie,bear,historical,importance,sure,astonishing,facts,setting,rocket,space,suits,surface,moon,scream,classic,end,result,makes,pretty,dull,movie,todays,eyes,ies,tech,scenes,hope,movie,like,far,reward,sitting,tacky,dialog,predictable,plot,developments,characters,plot,reward,scientific,sociological,analysis,bear,little,entertainment,value,timesbr,movie,like,good,movie,nineyearolds,mature,themes,human,drama,violence,kept,level,suitale,children,wellbr,images,earth,moon,seen,space,actually,accurate,ones,use,dramatically,inefficient,especially,like,stretched,meditation,themes,movie,star,wars,modelled,spacescrolling,opening,titles,opening,titles,film,inheritance,marginalbr,real,groundbreaking,megainfluential,mature,ies,scifi,classic,looking,check,forbidden,planet",pos,neg
11252,"having,watched,movie,times,come,conclusion,milos,forman,daring,decision,manufacture,muse,goya,artist,led,consider,tempestuouspassionate,life,french,revolution,napoleonic,era,raged,europe,surely,sufficient,drama,draw,understand,mr,forman,relating,microcosm,tragedy,ines,life,devastation,world,time,left,feeling,goya,left,humanity,strongest,eloquent,point,film,mans,fallen,nature,potential,villain,stream,life,evil,fight,help,god,eloquent,goya,says,helped,ines,true,defend,protect,innocent,superbly,ironic,scene,imprisoned,priest,sentenced,die,pronounces,death,sentence,lorenzo,condemned,originally,stuff,genius,left,wanting,credits,rolled,maybe,unreal,coincidences,inner,life,characters",pos,neg
11253,"honesty,havent,seen,film,years,times,tend,parts,stick,memory,seen,understand,saw,child,ymca,halloween,party,early,sixties,scared,hell,kids,fun,way,remember,feeling,genuine,anxiety,unknown,thing,lurking,maze,cant,risk,giving,away,ending,surprising,remember,vaguely,entire,audience,young,boys,letting,big,scared,holler,followed,laughter,terrible,secret,revealed,ending,seen,viewers,greatest,unintentionally,funny,climaxes,movie,film,history,oddly,moving,way,easy,days,dont,know,available,home,video,great,halloween,feature,kids,adults",pos,neg
11255,"second,half,movie,hard,follow,got,spanish,inquistion,film,skipped,years,forward,french,ruling,spain,movie,little,fill,happened,dont,remember,movie,gets,confusing,movie,begins,ines,daughter,rich,merchant,accused,judiasm,church,specifically,father,lorenzo,question,forced,confess,familys,wealth,buy,prison,father,forces,lorenzo,sign,confession,saying,offspring,chimp,hopes,getting,ines,released,reason,church,condemn,lorenzo,runs,francebr,movie,skips,years,french,revolution,force,ines,released,prison,good,work,natalie,portman,look,tore,finds,family,dead,seeks,goya,help,tells,child,prison,goya,sets,meeting,lorenzo,french,power,father,goya,sees,daughter,tells,lorenzo,decides,best,send,america,find,plans,carried,british,join,spainish,spain,reclaims,power,persecuted,told,film,like,film,shows,happen,daybr,final,verdict,movie,good,skips,years,time,inquistion,movie,expects,understand,going,got,confusing",pos,neg
11280,"abderrahmane,sissako,known,bamako,rest,sit,mystification,confusion,trying,figure,purpose,beenbr,nominal,plot,involves,young,african,singer,whos,planning,leaving,unemployed,husband,find,work,city,far,screen,time,taken,publicists,film,describe,mock,trial,key,financial,institutions,dealing,overwhelming,economic,hardships,africa,thats,good,suppose,arguments,ideas,forth,undramatic,pedantic,way,lose,force,impact,way,director,found,means,actually,incorporate,issues,injurious,effect,colonialism,african,people,problem,african,debt,remotely,resembling,compelling,storyline,film,achieved,intellectual,emotional,resonance,clearly,lacksbr,topics,movie,dealing,relevant,important,trying,pass,amounts,hours,worth,speechifying,actual,honesttogod,movie,likely,garner,audience,ones,message",pos,neg
11313,"flashdance,meets,meatballs,iii,maybe,called,meatballs,iv,friend,wesleys,alltime,favorite,movie,largely,thing,jv,cheerleaders,said,finemore,finebut,older,need,branch,want,society,demands,itbr,gimme,f,cinemas,greatest,jv,cheerleader,mary,ann,played,beth,miller,looks,like,sweetfaced,alicia,silverstone,clueless,days,wesley,hates,millers,film,horrific,teen,wolf,years,later,plays,fickle,southern,belle,like,martha,smiths,character,animal,house,personally,admire,millers,range,characters,different,convincing,bothbr,mary,ann,nave,novice,cheerleader,moline,member,lucky,ducks,squad,comes,camp,beaverview,cheerleading,instruction,shes,befriended,jenna,karen,lee,kelly,leader,tough,girl,squadappropriately,named,demons,jenna,protective,mary,ann,main,rival,takes,instant,dislike,mary,annbr,later,mary,ann,gets,crush,tommy,hamilton,head,instructor,tommy,spending,summer,wrestling,dilemma,having,grow,problem,skills,teaching,cheerleading,performing,elaborate,dance,routines,shower,enjoyment,viewers,sort,thing,phoebe,daphne,ashbrook,tommys,longsuffering,girlfriend,welladjusted,attitude,experienced,perspective,tolerates,tommys,flirtation,mary,anntrusting,tommy,actually,advantage,young,mary,annbr,characters,solid,relationships,nice,charm,supporting,cast,weak,material,work,shame,brought,actual,comic,relief,production,decent,film,jennifer,cooke,plays,pam,social,climbing,terminally,peppy,instructor,carrying,camps,moneyhungry,owner,bucky,couple,thing,characters,mad,max,funny,left,cute,semiromance,great,dance,routinesbr,attempt,create,suspense,slowly,leading,final,competition,movie,experience,outcome,doubt,backstory,japanese,businessmen,bucky,wants,money,goes,dramatically,comicallybr,know,im,child",pos,neg
11328,"great,acting,great,production,values,good,directionbr,script,starts,great,pacing,interest,half,falls,apart,second,half,clear,character,motivation,half,second,half,leaves,questions,unansweredbr,conflicts,raised,compelling,followthrough,weak,instance,clear,rudyard,kipling,prowar,dont,know,philosophical,stance,changes,course,filmbr,sort,picture,makes,want,look,facts,history,books,dont,feel,rely,film,clear,ideabr,depiction,war,heartbreakingly,accurate,womens,lack,enthusiasm,doesnt,reflect,war,hysteria,swept,britain,time,historically,accurate,like,film,simply,dont,know",pos,neg
11349,"spitfire,john,cromwell,katharine,hepburn,ralph,bellamy,robert,young,mountain,hillbilly,katharine,hepburn,trigger,hicks,religious,backwoods,laundry,woman,going,begins,attract,male,attention,responds,throwing,rocks,arrival,dambuilding,construction,crew,triggers,dreams,romance,ms,hepburn,quickly,attracts,attention,suave,engineer,robert,young,john,stafford,flirtingly,hides,marital,status,supervising,engineer,ralph,bellamy,george,fleetwood,interested,hepburn,different,reasons,mr,bellamy,wants,know,jesus,christ,hepburn,worshipsbr,hepburn,employs,power,prayer,heal,child,neighborhood,folks,suspect,witchbr,werent,spitfire,amusing,atypical,wildly,inappropriate,vehicle,star,thoroughly,unconvincing,leads,mr,bellamy,performs,best,best,characterization,essayed,sarah,haden,etta,dawson,appeared,george,cukors,stage,version,louis,mason,bill,grayson,geer,west,fry,grandpa,walton,s,small,role,unexpected,ending,helps",pos,neg
11358,"having,idle,time,going,work,looked,movie,pack,comedy,classics,dvd,collection,picked,obscure,title,pack,zis,boom,bah,starring,forgotten,grace,hayes,classics,obviously,operative,word,titles,ive,heard,suspect,theyre,public,domain,movie,stars,son,peter,lind,wife,mary,healy,found,new,orleans,native,state,live,louisiana,benny,rubin,malt,shop,proprietor,huntz,hall,taking,break,east,kids,peters,buddy,plot,vaudeville,mother,trying,turn,rich,carefree,son,responsible,unaware,birds,doesnt,funny,scenes,like,peters,celebrity,impersonations,dance,hall,drag,songs,dances,entertaining,rubin,place,confusion,american,vernacular,time,concerning,makes,sense,whatsoever,like,funny,dance,minutes,im,sure,played,lowerhalf,double,feature,bill,ill,charitable,entertaining,bits,mentioned,enjoying",pos,neg
11359,"main,portion,lightweight,musical,story,located,fictional,midwick,college,peter,kendricks,peter,lind,hayes,attends,largesse,stage,actress,grace,hayes,reallife,mother,fills,role,manages,supply,love,interest,secretary,mary,healy,reallife,wife,drably,directed,weak,script,additionally,hampered,excessive,cutting,poor,editing,film,provide,treasures,songs,including,title,number,nice,turns,soprano,healy,benny,rubin,snack,shop,proprietor,dynamic,tap,dancing,roland,dupree",pos,neg
11361,"deep,sea,d,stunning,insight,underwater,world,opportunity,view,handbr,opening,sequence,wave,rushes,audience,momentarily,engulfing,ocean,filmmakers,use,imax,format,jelly,fish,field,appears,fill,theatre,shark,powers,predators,pounce,rocks,devour,prey,beautifully,captured,sea,feast,eyesbr,ears,hand,given,treatment,film,narrated,hollywood,stars,jonny,depp,kate,winslet,sound,ridiculous,positively,spoils,enjoyment,visuals,depp,sounds,slightly,bored,whilst,winslet,sounds,reading,bedtime,story,village,idiot,shocked,actress,status,pitched,performance,wrongly,script,fairly,silly,contains,little,depth,soundtrack,filled,strange,unrealistic,sound,effects,assume,meant,funny,fact,detract,attention,material,allowed,speak,danny,elfman,provided,excellent,score,gives,plenty,impact,ups,downs,life,sea,allowed,play,silly,bubble,sounds,crayfish,footfalls,pepper,filmbr,film,technical,marvel,childish,script,annoying,narration,misplaced,sound,effects,taken,seriously",pos,neg
11365,"trekkies,movie,star,trek,fandom,freak,star,trek,fans,sense,reality,freak,fine,mistake,think,movie,gives,insight,star,trek,fans,star,trek,fans,cringe,movie,shows",pos,neg
11366,"owes,great,deal,plot,captains,courageous,grown,partly,story,wealthy,lad,shanghaied,crew,member,aboard,cargo,vessel,man,process,moran,title,boyish,young,woman,brought,vessel,owned,father,cargo,burns,crew,members,evacuated,lads,ship,captain,smuggling,mind,intentions,honorable,moran,concerned,inevitable,ensues,lad,falls,mannish,moran,end,evil,subdued,lovers,united,interesting,dialogue,points,moran,belongs,man,woman,nod,sappho,dorothy,dalton,appropriately,sexless,moran,attractive,valentino,romantic,action,role,sexy,build,physique,shown,advantage,role,masculine,appealing,great,film,passes,time,showcases,valentinos,beauty,sexiness",pos,neg
11368,"carolina,moon,adequate,madefortv,movie,girl,psychic,powers,returns,town,wherebr,grew,childhood,best,friend,murdered,turns,year,date,anotherbr,young,girl,murdered,tori,played,claire,forlani,solve,mystery,ends,dead,claire,forlani,meet,joe,black,csi,new,york,female,lead,pretty,good,job,ably,supported,delicious,oliver,hudsom,luminous,jacqueline,bisset,script,adapted,nora,roberts,novel,bogstandard,plotbr,tediously,predictable,offset,like,said,delicious,oliver,hudson",pos,neg
11377,"film,begins,latvia,wwi,history,teacher,knew,multinational,troops,occupied,russia,time,concern,spread,bolshevism,troops,ostensibly,protect,nations,interests,times,flew,missions,armed,conflicts,communist,army,nations,involved,wanted,socalled,whites,win,whites,deeply,factionalizedsome,wanting,return,czar,wanting,republic,wanting,mixed,goals,lack,real,commitment,foreign,armies,expedition,doomed,left,ussr,year,know,german,troops,involved,surprised,lost,wwi,werent,best,shape,mounting,expeditionbr,backdrop,film,procommunist,rich,lady,illfated,love,childhood,friend,german,troops,throws,repeatedly,case,rebuffs,sublimates,desires,affairs,sex,graphic,underlying,reason,man,isnt,interested,adult,film,wouldnt,younger,audiencesbr,setting,film,interesting,overall,film,gray,lifeless,seen,dont,recommend,amazingly,patient,person,overrated,german,films,especially,warn,away,suffers,depression,doubt,worse,simple,fact,better,german,films,waiting,seensuch,martha,das,boot,mother,kusters,goes,heaven,wings,desire,ali,fear,eats,soul",pos,neg
